ZIP_CODE_5,TRACTCE,GEOID
94706,420100,06001420100
94706,420200,06001420200
94706,420300,06001420300
94706,420400,06001420400
94706,420500,06001420500
94706,421800,06001421800
94706,421900,06001421900
94706,420600,06001420600
94706,422000,06001422000
94706,421300,06001421300
94805,381000,06013381000
94805,374000,06013374000
94805,362000,06013362000
94805,369001,06013369001
94805,361000,06013361000
94805,369002,06013369002
94805,384000,06013384000
94805,370000,06013370000
94805,371000,06013371000
94805,372000,06013372000
94806,365003,06013365003
94806,373000,06013373000
94806,359102,06013359102
94806,362000,06013362000
94806,990000,06013990000
94806,364002,06013364002
94806,366001,06013366001
94806,366002,06013366002
94806,367200,06013367200
94806,369001,06013369001
94806,361000,06013361000
94806,369002,06013369002
94806,367100,06013367100
94806,363000,06013363000
94806,365002,06013365002
94806,368001,06013368001
94806,370000,06013370000
94806,392200,06013392200
94806,368002,06013368002
94806,372000,06013372000
94501,428700,06001428700
94501,407300,06001407300
94501,427700,06001427700
94501,427800,06001427800
94501,428100,06001428100
94501,428200,06001428200
94501,428301,06001428301
94501,428302,06001428302
94501,428400,06001428400
94501,428000,06001428000
94501,428500,06001428500
94501,428600,06001428600
94501,427100,06001427100
94501,427200,06001427200
94501,427300,06001427300
94501,409000,06001409000
94501,406000,06001406000
94501,427900,06001427900
94501,427600,06001427600
94501,406100,06001406100
94612,403502,06001403502
94612,403702,06001403702
94612,405302,06001405302
94612,403701,06001403701
94612,401400,06001401400
94612,401600,06001401600
94612,402600,06001402600
94612,402700,06001402700
94612,402800,06001402800
94612,403000,06001403000
94612,403100,06001403100
94612,403400,06001403400
94612,401300,06001401300
94612,402900,06001402900
94612,403501,06001403501
94606,405700,06001405700
94606,405800,06001405800
94606,405200,06001405200
94606,405500,06001405500
94606,405401,06001405401
94606,405301,06001405301
94606,405302,06001405302
94606,405600,06001405600
94606,406400,06001406400
94606,405902,06001405902
94606,406201,06001406201
94606,406300,06001406300
94606,403300,06001403300
94606,403400,06001403400
94606,406000,06001406000
94606,406100,06001406100
94606,405402,06001405402
94606,405901,06001405901
94610,403502,06001403502
94610,403702,06001403702
94610,405700,06001405700
94610,405200,06001405200
94610,405100,06001405100
94610,404900,06001404900
94610,405600,06001405600
94610,403701,06001403701
94610,426200,06001426200
94610,403800,06001403800
94610,403900,06001403900
94610,404000,06001404000
94610,403400,06001403400
94610,403600,06001403600
94610,426100,06001426100
94610,405000,06001405000
94610,403501,06001403501
94608,425101,06001425101
94608,401700,06001401700
94608,425104,06001425104
94608,425102,06001425102
94608,425103,06001425103
94608,423901,06001423901
94608,424001,06001424001
94608,424002,06001424002
94608,401400,06001401400
94608,401500,06001401500
94608,400900,06001400900
94608,400700,06001400700
94608,400800,06001400800
94608,401000,06001401000
94609,404101,06001404101
94609,404102,06001404102
94609,423901,06001423901
94609,401400,06001401400
94609,400500,06001400500
94609,404000,06001404000
94609,400600,06001400600
94609,400700,06001400700
94609,400200,06001400200
94609,423902,06001423902
94609,404200,06001404200
94609,400300,06001400300
94609,400400,06001400400
94609,401000,06001401000
94609,401100,06001401100
94609,401200,06001401200
94609,401300,06001401300
94609,403501,06001403501
95452,151602,06097151602
95452,201500,06055201500
95452,150500,06097150500
95452,151601,06097151601
94515,202000,06055202000
94515,201900,06055201900
94515,201500,06055201500
94515,201700,06055201700
94515,152600,06097152600
94508,201800,06055201800
94508,201900,06055201900
94508,201700,06055201700
94567,201800,06055201800
94567,201900,06055201900
94567,201700,06055201700
94599,201300,06055201300
94599,201500,06055201500
94599,201200,06055201200
94599,201401,06055201401
94558,200900,06055200900
94558,201300,06055201300
94558,201800,06055201800
94558,200201,06055200201
94558,200501,06055200501
94558,200503,06055200503
94558,201500,06055201500
94558,200703,06055200703
94558,200400,06055200400
94558,201700,06055201700
94558,200802,06055200802
94558,201200,06055201200
94558,200705,06055200705
94558,200804,06055200804
94558,200803,06055200803
94558,200704,06055200704
94558,200602,06055200602
94558,200601,06055200601
94558,200706,06055200706
94558,200504,06055200504
94558,150500,06097150500
94558,252201,06095252201
94558,201102,06055201102
94558,011300,06113011300
94558,011500,06113011500
94558,252903,06095252903
94558,201402,06055201402
94558,201403,06055201403
94558,201101,06055201101
94558,201005,06055201005
94558,201401,06055201401
94558,200505,06055200505
94558,200707,06055200707
94558,200302,06055200302
94558,201003,06055201003
94558,150202,06097150202
94558,001200,06033001200
94574,201800,06055201800
94574,201900,06055201900
94574,201500,06055201500
94574,201700,06055201700
94574,150500,06097150500
94574,201403,06055201403
94574,201601,06055201601
94574,201602,06055201602
94574,152600,06097152600
94574,151601,06097151601
94605,430102,06001430102
94605,408200,06001408200
94605,408400,06001408400
94605,408500,06001408500
94605,408600,06001408600
94605,408700,06001408700
94605,409700,06001409700
94605,410100,06001410100
94605,407700,06001407700
94605,407800,06001407800
94605,432100,06001432100
94605,430400,06001430400
94605,410000,06001410000
94605,432800,06001432800
94605,409800,06001409800
94605,408100,06001408100
94605,409900,06001409900
94605,407500,06001407500
94605,408300,06001408300
94556,345204,06013345204
94556,345203,06013345203
94556,351101,06013351101
94556,350000,06013350000
94556,352201,06013352201
94556,352102,06013352102
94556,352202,06013352202
94556,351200,06013351200
94556,352101,06013352101
94595,345204,06013345204
94595,351102,06013351102
94595,351103,06013351103
94595,351101,06013351101
94595,339001,06013339001
94595,340002,06013340002
94595,346101,06013346101
94595,343003,06013343003
94595,341000,06013341000
94595,351200,06013351200
94595,352101,06013352101
94595,334200,06013334200
94549,351102,06013351102
94549,351101,06013351101
94549,340002,06013340002
94549,347000,06013347000
94549,350000,06013350000
94549,353002,06013353002
94549,356002,06013356002
94549,354002,06013354002
94549,321103,06013321103
94549,326000,06013326000
94549,349000,06013349000
94549,325000,06013325000
94549,341000,06013341000
94549,351200,06013351200
94549,348000,06013348000
94549,352101,06013352101
94596,338203,06013338203
94596,338204,06013338204
94596,324001,06013324001
94596,339001,06013339001
94596,340002,06013340002
94596,338201,06013338201
94596,340001,06013340001
94596,338302,06013338302
94596,346101,06013346101
94596,343003,06013343003
94596,346102,06013346102
94596,325000,06013325000
94596,343001,06013343001
94596,341000,06013341000
94596,343002,06013343002
94596,334200,06013334200
94596,338102,06013338102
94596,339002,06013339002
94523,324002,06013324002
94523,336201,06013336201
94523,336202,06013336202
94523,324001,06013324001
94523,327000,06013327000
94523,340002,06013340002
94523,347000,06013347000
94523,322000,06013322000
94523,321103,06013321103
94523,323000,06013323000
94523,326000,06013326000
94523,340001,06013340001
94523,321200,06013321200
94523,325000,06013325000
94523,321102,06013321102
94523,338101,06013338101
94523,338102,06013338102
94583,345203,06013345203
94583,345112,06013345112
94583,345113,06013345113
94583,450502,06001450502
94583,430101,06001430101
94583,355117,06013355117
94583,450102,06001450102
94583,345115,06013345115
94583,355115,06013355115
94583,345111,06013345111
94583,345114,06013345114
94583,345116,06013345116
94583,345108,06013345108
94583,345101,06013345101
94583,345102,06013345102
94583,345202,06013345202
94583,352102,06013352102
94583,345105,06013345105
94583,345103,06013345103
94583,450400,06001450400
94583,355114,06013355114
94583,450200,06001450200
94583,450300,06001450300
94507,345204,06013345204
94507,345203,06013345203
94507,351101,06013351101
94507,346201,06013346201
94507,346101,06013346101
94507,346102,06013346102
94507,334200,06013334200
94526,355116,06013355116
94526,345204,06013345204
94526,345203,06013345203
94526,345112,06013345112
94526,345113,06013345113
94526,450752,06001450752
94526,355117,06013355117
94526,450102,06001450102
94526,355115,06013355115
94526,345114,06013345114
94526,345108,06013345108
94526,346201,06013346201
94526,345202,06013345202
94526,345105,06013345105
94526,346102,06013346102
94526,355114,06013355114
94526,346204,06013346204
94526,346203,06013346203
94526,355113,06013355113
94526,355306,06013355306
94526,355112,06013355112
94528,346201,06013346201
94598,338203,06013338203
94598,338204,06013338204
94598,338201,06013338201
94598,338301,06013338301
94598,338302,06013338302
94598,346101,06013346101
94598,337300,06013337300
94598,343003,06013343003
94598,355301,06013355301
94598,355302,06013355302
94598,343002,06013343002
94598,355306,06013355306
94518,338203,06013338203
94518,331000,06013331000
94518,324001,06013324001
94518,337200,06013337200
94518,334001,06013334001
94518,335000,06013335000
94518,336101,06013336101
94518,338201,06013338201
94518,337300,06013337300
94518,355301,06013355301
94518,337100,06013337100
94518,334006,06013334006
94518,338101,06013338101
94518,338102,06013338102
94519,331000,06013331000
94519,333200,06013333200
94519,334001,06013334001
94519,335000,06013335000
94519,329000,06013329000
94519,355200,06013355200
94519,333101,06013333101
94519,330000,06013330000
94519,332000,06013332000
94521,314104,06013314104
94521,331000,06013331000
94521,313203,06013313203
94521,355107,06013355107
94521,315000,06013315000
94521,333200,06013333200
94521,334001,06013334001
94521,355200,06013355200
94521,334004,06013334004
94521,313103,06013313103
94521,355301,06013355301
94521,337100,06013337100
94521,355302,06013355302
94521,355304,06013355304
94521,333101,06013333101
94521,333102,06013333102
94521,334006,06013334006
94521,355306,06013355306
94521,313204,06013313204
94521,332000,06013332000
94510,250502,06095250502
94510,252702,06095252702
94510,252104,06095252104
94510,252102,06095252102
94510,252202,06095252202
94510,252305,06095252305
94510,252000,06095252000
94510,252105,06095252105
94510,252106,06095252106
94510,252107,06095252107
94510,252108,06095252108
94510,250605,06095250605
94520,324002,06013324002
94520,320004,06013320004
94520,336201,06013336201
94520,314104,06013314104
94520,331000,06013331000
94520,336202,06013336202
94520,315000,06013315000
94520,327000,06013327000
94520,337200,06013337200
94520,335000,06013335000
94520,336101,06013336101
94520,336102,06013336102
94520,329000,06013329000
94520,355200,06013355200
94520,252702,06095252702
94520,252102,06095252102
94520,314200,06013314200
94520,320001,06013320001
94520,338101,06013338101
94520,328000,06013328000
94520,330000,06013330000
94565,314104,06013314104
94565,313203,06013313203
94565,355107,06013355107
94565,310000,06013310000
94565,315000,06013315000
94565,313101,06013313101
94565,311000,06013311000
94565,312000,06013312000
94565,313102,06013313102
94565,314102,06013314102
94565,314103,06013314103
94565,309000,06013309000
94565,355200,06013355200
94565,252702,06095252702
94565,313103,06013313103
94565,314200,06013314200
94565,307205,06013307205
94565,307201,06013307201
94565,305000,06013305000
94565,313205,06013313205
94565,009800,06067009800
94565,313204,06013313204
94565,313206,06013313206
94585,980000,06095980000
94585,252703,06095252703
94585,252704,06095252704
94585,252705,06095252705
94585,252706,06095252706
94585,252707,06095252707
94585,250106,06095250106
94585,252702,06095252702
94585,252102,06095252102
94585,252202,06095252202
94585,252201,06095252201
94585,253500,06095253500
94585,252305,06095252305
94585,201403,06055201403
94585,201003,06055201003
94585,252402,06095252402
94585,252310,06095252310
94535,980000,06095980000
94535,252801,06095252801
94535,252702,06095252702
94535,253500,06095253500
94535,252317,06095252317
94535,252802,06095252802
94517,450752,06001450752
94517,355107,06013355107
94517,355108,06013355108
94517,346201,06013346201
94517,338302,06013338302
94517,346101,06013346101
94517,346102,06013346102
94517,313103,06013313103
94517,355301,06013355301
94517,355304,06013355304
94517,451101,06001451101
94517,451202,06001451202
94517,355306,06013355306
94517,355112,06013355112
94517,304001,06013304001
94517,313204,06013313204
94509,307102,06013307102
94509,302010,06013302010
94509,355107,06013355107
94509,303201,06013303201
94509,355108,06013355108
94509,312000,06013312000
94509,309000,06013309000
94509,306002,06013306002
94509,307204,06013307204
94509,307205,06013307205
94509,307101,06013307101
94509,307201,06013307201
94509,308001,06013308001
94509,307202,06013307202
94509,308002,06013308002
94509,305000,06013305000
94509,355110,06013355110
94509,306004,06013306004
94509,306003,06013306003
94509,355109,06013355109
94509,304001,06013304001
94509,355111,06013355111
94509,302009,06013302009
94509,009800,06067009800
94509,302006,06013302006
94509,302005,06013302005
94514,003900,06077003900
94514,451101,06001451101
94514,304005,06013304005
94514,304002,06013304002
94514,304003,06013304003
94514,304004,06013304004
94514,355112,06013355112
94513,003900,06077003900
94513,303102,06013303102
94513,355107,06013355107
94513,303201,06013303201
94513,301000,06013301000
94513,304005,06013304005
94513,304002,06013304002
94513,303103,06013303103
94513,303205,06013303205
94513,304003,06013304003
94513,303204,06013303204
94513,355110,06013355110
94513,304004,06013304004
94513,303202,06013303202
94513,355112,06013355112
94513,304001,06013304001
94513,302008,06013302008
94513,302009,06013302009
94513,303203,06013303203
94548,301000,06013301000
94548,302008,06013302008
94512,253500,06095253500
94561,302010,06013302010
94561,004001,06077004001
94561,003900,06077003900
94561,303102,06013303102
94561,301000,06013301000
94561,308002,06013308002
94561,304005,06013304005
94561,303103,06013303103
94561,302008,06013302008
94561,302007,06013302007
94561,302009,06013302009
94561,009800,06067009800
94561,302006,06013302006
94561,302005,06013302005
94561,303203,06013303203
94571,980000,06095980000
94571,009900,06067009900
94571,253300,06095253300
94571,306002,06013306002
94571,301000,06013301000
94571,010401,06113010401
94571,253500,06095253500
94571,009800,06067009800
94571,302006,06013302006
94533,980000,06095980000
94533,252605,06095252605
94533,252606,06095252606
94533,252607,06095252607
94533,252608,06095252608
94533,252703,06095252703
94533,252706,06095252706
94533,252707,06095252707
94533,252610,06095252610
94533,253000,06095253000
94533,252801,06095252801
94533,253108,06095253108
94533,252702,06095252702
94533,252604,06095252604
94533,252915,06095252915
94533,252314,06095252314
94533,252903,06095252903
94533,253500,06095253500
94533,252305,06095252305
94533,252502,06095252502
94533,201403,06055201403
94533,252317,06095252317
94533,252316,06095252316
94533,252306,06095252306
94533,252401,06095252401
94533,252402,06095252402
94533,252501,06095252501
94533,252311,06095252311
94533,252310,06095252310
94533,252313,06095252313
94533,252312,06095252312
94533,252611,06095252611
94533,252802,06095252802
94533,252913,06095252913
94533,252315,06095252315
95687,253101,06095253101
95687,253105,06095253105
95687,253106,06095253106
95687,253107,06095253107
95687,252908,06095252908
95687,252909,06095252909
95687,253000,06095253000
95687,253108,06095253108
95687,253300,06095253300
95687,252910,06095252910
95687,252915,06095252915
95687,252904,06095252904
95687,253500,06095253500
95687,252317,06095252317
95687,252313,06095252313
95687,252911,06095252911
95687,252912,06095252912
95687,252913,06095252913
95687,252914,06095252914
95688,253101,06095253101
95688,253105,06095253105
95688,253107,06095253107
95688,253201,06095253201
95688,253108,06095253108
95688,253300,06095253300
95688,011300,06113011300
95688,253203,06095253203
95688,252903,06095252903
95688,252904,06095252904
95688,201403,06055201403
95688,253206,06095253206
95688,253205,06095253205
95688,253204,06095253204
95688,252313,06095252313
95688,252911,06095252911
95620,253300,06095253300
95620,010401,06113010401
95620,010501,06113010501
95620,010505,06113010505
95620,011300,06113011300
95620,253402,06095253402
95620,252903,06095252903
95620,252904,06095252904
95620,253500,06095253500
95620,010602,06113010602
95620,010607,06113010607
95620,010608,06113010608
95620,253403,06095253403
95620,253404,06095253404
95020,512401,06085512401
95020,512603,06085512603
95020,123300,06087123300
95020,122400,06087122400
95020,513500,06085513500
95020,512505,06085512505
95020,512506,06085512506
95020,512508,06085512508
95020,000100,06069000100
95020,000200,06069000200
95020,512200,06085512200
95020,512602,06085512602
95020,512402,06085512402
95020,512604,06085512604
95020,512503,06085512503
95020,512510,06085512510
95020,512509,06085512509
95046,512401,06085512401
95046,512307,06085512307
95046,513500,06085513500
95046,512305,06085512305
95046,512402,06085512402
95046,512310,06085512310
95037,512401,06085512401
95037,511911,06085511911
95037,512311,06085512311
95037,512307,06085512307
95037,512312,06085512312
95037,121000,06087121000
95037,122400,06087122400
95037,513500,06085513500
95037,511800,06085511800
95037,512305,06085512305
95037,512200,06085512200
95037,512602,06085512602
95037,512402,06085512402
95037,512308,06085512308
95037,512313,06085512313
95037,512314,06085512314
95037,512309,06085512309
95037,512100,06085512100
95037,003400,06099003400
95037,512310,06085512310
95140,451101,06001451101
95140,450701,06001450701
95140,513500,06085513500
95140,003400,06099003400
94702,422200,06001422200
94702,422300,06001422300
94702,421800,06001421800
94702,421900,06001421900
94702,424001,06001424001
94702,423000,06001423000
94702,423100,06001423100
94702,424002,06001424002
94702,422000,06001422000
94702,400800,06001400800
94702,423300,06001423300
94702,423400,06001423400
94703,422300,06001422300
94703,422400,06001422400
94703,421700,06001421700
94703,421800,06001421800
94703,423901,06001423901
94703,424001,06001424001
94703,422900,06001422900
94703,423000,06001423000
94703,400500,06001400500
94703,400700,06001400700
94703,423400,06001423400
94703,423500,06001423500
94709,422400,06001422400
94709,421400,06001421400
94709,421700,06001421700
94709,422500,06001422500
94709,422600,06001422600
94709,421500,06001421500
94709,421600,06001421600
94618,404101,06001404101
94618,423800,06001423800
94618,426200,06001426200
94618,404501,06001404501
94618,426100,06001426100
94618,400100,06001400100
94618,400200,06001400200
94618,423902,06001423902
94618,404200,06001404200
94618,400300,06001400300
94618,400400,06001400400
94618,404400,06001404400
94618,404300,06001404300
94704,422400,06001422400
94704,423700,06001423700
94704,422500,06001422500
94704,422600,06001422600
94704,422700,06001422700
94704,422900,06001422900
94704,354001,06013354001
94704,400100,06001400100
94704,422800,06001422800
94704,423601,06001423601
94704,423500,06001423500
94704,423602,06001423602
94705,353001,06013353001
94705,423700,06001423700
94705,423800,06001423800
94705,423901,06001423901
94705,354001,06013354001
94705,400500,06001400500
94705,400100,06001400100
94705,400200,06001400200
94705,423902,06001423902
94705,400400,06001400400
94705,423601,06001423601
94705,404400,06001404400
94705,423500,06001423500
94705,404300,06001404300
94601,405800,06001405800
94601,406602,06001406602
94601,407101,06001407101
94601,407102,06001407102
94601,406400,06001406400
94601,407000,06001407000
94601,407200,06001407200
94601,407300,06001407300
94601,407400,06001407400
94601,407600,06001407600
94601,407700,06001407700
94601,406201,06001406201
94601,406202,06001406202
94601,406300,06001406300
94601,409000,06001409000
94601,407500,06001407500
94601,406100,06001406100
94601,406601,06001406601
94601,406500,06001406500
94602,430102,06001430102
94602,405700,06001405700
94602,404700,06001404700
94602,404800,06001404800
94602,405100,06001405100
94602,404900,06001404900
94602,406602,06001406602
94602,406400,06001406400
94602,406900,06001406900
94602,352202,06013352202
94602,407000,06001407000
94602,426100,06001426100
94602,406800,06001406800
94602,405000,06001405000
94602,404600,06001404600
94602,406700,06001406700
94602,406601,06001406601
94602,408000,06001408000
94602,406500,06001406500
94613,408200,06001408200
94613,408700,06001408700
94613,407800,06001407800
94613,407900,06001407900
94613,408100,06001408100
94613,408300,06001408300
94619,430102,06001430102
94619,406900,06001406900
94619,407000,06001407000
94619,407600,06001407600
94619,407700,06001407700
94619,407800,06001407800
94619,407900,06001407900
94619,408100,06001408100
94619,406800,06001406800
94619,408000,06001408000
94611,403502,06001403502
94611,430102,06001430102
94611,404700,06001404700
94611,404900,06001404900
94611,404101,06001404101
94611,404102,06001404102
94611,353001,06013353001
94611,352202,06013352202
94611,426200,06001426200
94611,404501,06001404501
94611,404000,06001404000
94611,426100,06001426100
94611,400100,06001400100
94611,404502,06001404502
94611,404200,06001404200
94611,404400,06001404400
94611,404600,06001404600
94611,404300,06001404300
94611,403501,06001403501
94563,430102,06001430102
94563,350000,06013350000
94563,352201,06013352201
94563,353002,06013353002
94563,356002,06013356002
94563,354002,06013354002
94563,353001,06013353001
94563,352102,06013352102
94563,352202,06013352202
94563,354001,06013354001
94563,348000,06013348000
94563,400100,06001400100
94563,404600,06001404600
94707,421100,06001421100
94707,421400,06001421400
94707,421700,06001421700
94707,421800,06001421800
94707,420600,06001420600
94707,421200,06001421200
94707,421300,06001421300
94707,421500,06001421500
94708,356002,06013356002
94708,421100,06001421100
94708,422500,06001422500
94708,422600,06001422600
94708,354001,06013354001
94708,392000,06013392000
94708,400100,06001400100
94708,421200,06001421200
94708,421500,06001421500
94708,421600,06001421600
94530,381000,06013381000
94530,383000,06013383000
94530,385200,06013385200
94530,387000,06013387000
94530,391000,06013391000
94530,388000,06013388000
94530,389100,06013389100
94530,389200,06013389200
94530,390100,06013390100
94530,390200,06013390200
94530,356002,06013356002
94530,361000,06013361000
94530,420100,06001420100
94530,420200,06001420200
94530,420300,06001420300
94530,421100,06001421100
94530,386000,06013386000
94530,354001,06013354001
94530,385100,06013385100
94530,392000,06013392000
94530,384000,06013384000
94530,421200,06001421200
94530,421300,06001421300
94530,421500,06001421500
94530,370000,06013370000
94803,360200,06013360200
94803,364002,06013364002
94803,356002,06013356002
94803,361000,06013361000
94803,369002,06013369002
94803,363000,06013363000
94803,359202,06013359202
94803,360101,06013360101
94803,360102,06013360102
94564,359105,06013359105
94564,359102,06013359102
94564,359204,06013359204
94564,364002,06013364002
94564,363000,06013363000
94564,359202,06013359202
94564,359104,06013359104
94564,360101,06013360101
94564,392200,06013392200
94564,360102,06013360102
94564,359103,06013359103
94547,359105,06013359105
94547,356001,06013356001
94547,358000,06013358000
94547,359204,06013359204
94547,356002,06013356002
94547,359203,06013359203
94547,359202,06013359202
94547,359104,06013359104
94547,392300,06013392300
94547,359103,06013359103
94553,320004,06013320004
94553,315000,06013315000
94553,327000,06013327000
94553,347000,06013347000
94553,356001,06013356001
94553,316000,06013316000
94553,322000,06013322000
94553,356002,06013356002
94553,354002,06013354002
94553,321103,06013321103
94553,319000,06013319000
94553,361000,06013361000
94553,321200,06013321200
94553,321102,06013321102
94553,252102,06095252102
94553,354001,06013354001
94553,318000,06013318000
94553,357000,06013357000
94553,321101,06013321101
94553,320001,06013320001
94553,359202,06013359202
94553,320003,06013320003
94553,360102,06013360102
94553,252000,06095252000
94553,317000,06013317000
94592,201102,06055201102
94592,250801,06095250801
94559,200900,06055200900
94559,200201,06055200201
94559,200202,06055200202
94559,200203,06055200203
94559,200501,06055200501
94559,200503,06055200503
94559,200400,06055200400
94559,200802,06055200802
94559,201102,06055201102
94559,201402,06055201402
94559,201005,06055201005
94559,200301,06055200301
94559,200505,06055200505
94559,200302,06055200302
94559,201003,06055201003
94559,150100,06097150100
94572,356001,06013356001
94572,358000,06013358000
94572,357000,06013357000
94590,250701,06095250701
94590,251000,06095251000
94590,251300,06095251300
94590,251400,06095251400
94590,251500,06095251500
94590,251600,06095251600
94590,251701,06095251701
94590,251702,06095251702
94590,251803,06095251803
94590,250400,06095250400
94590,250601,06095250601
94590,251100,06095251100
94590,250900,06095250900
94590,250801,06095250801
94590,251802,06095251802
94590,251200,06095251200
94590,250300,06095250300
94590,250105,06095250105
94590,250604,06095250604
94590,250103,06095250103
94525,356001,06013356001
94525,358000,06013358000
94525,357000,06013357000
94569,318000,06013318000
94569,357000,06013357000
94591,250106,06095250106
94591,250104,06095250104
94591,250400,06095250400
94591,250501,06095250501
94591,250502,06095250502
94591,250601,06095250601
94591,251100,06095251100
94591,252104,06095252104
94591,252102,06095252102
94591,252202,06095252202
94591,250200,06095250200
94591,201003,06055201003
94591,250300,06095250300
94591,252000,06095252000
94591,252103,06095252103
94591,252105,06095252105
94591,250105,06095250105
94591,250605,06095250605
94591,250604,06095250604
94591,250103,06095250103
94589,250106,06095250106
94589,251400,06095251400
94589,251701,06095251701
94589,251702,06095251702
94589,251803,06095251803
94589,251804,06095251804
94589,201006,06055201006
94589,252202,06095252202
94589,252201,06095252201
94589,251902,06095251902
94589,201102,06055201102
94589,250801,06095250801
94589,251802,06095251802
94589,201005,06055201005
94589,201004,06055201004
94589,201007,06055201007
94589,201003,06055201003
94589,251901,06095251901
94589,251903,06095251903
94589,250105,06095250105
94951,150607,06097150607
94951,150612,06097150612
94951,150500,06097150500
94951,151310,06097151310
94951,151311,06097151311
94951,151309,06097151309
94951,151201,06097151201
94951,150303,06097150303
95405,151602,06097151602
95405,152203,06097152203
95405,152400,06097152400
95405,151504,06097151504
95405,151800,06097151800
95405,151502,06097151502
95405,152300,06097152300
95405,152501,06097152501
95405,151700,06097151700
95405,151503,06097151503
95404,151602,06097151602
95404,201900,06055201900
95404,201500,06055201500
95404,153807,06097153807
95404,152203,06097152203
95404,150500,06097150500
95404,151401,06097151401
95404,152400,06097152400
95404,151800,06097151800
95404,152701,06097152701
95404,151502,06097151502
95404,152300,06097152300
95404,151309,06097151309
95404,152000,06097152000
95404,151900,06097151900
95404,152201,06097152201
95404,150303,06097150303
95404,154100,06097154100
95404,151402,06097151402
95404,152202,06097152202
95404,151700,06097151700
95404,152600,06097152600
95404,151503,06097151503
95404,151601,06097151601
95404,001300,06033001300
95409,151602,06097151602
95409,201500,06055201500
95409,150500,06097150500
95409,152400,06097152400
95409,152300,06097152300
95409,152501,06097152501
95409,152502,06097152502
95409,152202,06097152202
95409,151700,06097151700
95409,152600,06097152600
95409,151503,06097151503
95409,151601,06097151601
95442,151602,06097151602
95442,201500,06055201500
95442,150306,06097150306
95442,150500,06097150500
95442,201102,06055201102
95442,150303,06097150303
95442,150305,06097150305
